gene_name	gene_id_clean	chromosome_clean	is_chrX	PAR_status	preferred_escape_class	atlas_gene_group	atlas_gene_group_display	chrom	start	end	strand	ensembl_gene_id	gene_symbol	biotype	par_source_gene_name	category	xci_status	PAR_region
PAGE4	ENSG00000101951	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49829260	49834264	+	ENSG00000101951	PAGE4	protein_coding	PAGE4	Unknown	Unknown	nonPAR
SRPX	ENSG00000101955	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	38149336	38220924	-	ENSG00000101955	SRPX	protein_coding	SRPX	Variable	Variable	nonPAR
GLRA2	ENSG00000101958	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	14529298	14731812	+	ENSG00000101958	GLRA2	protein_coding	GLRA2	Inactive	Inactive	nonPAR
XIAP	ENSG00000101966	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	123859712	123913972	+	ENSG00000101966	XIAP	protein_coding	XIAP	Inactive	Inactive	nonPAR
STAG2	ENSG00000101972	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	123960212	124422664	+	ENSG00000101972	STAG2	protein_coding	STAG2	Inactive	Inactive	nonPAR
ATP11C	ENSG00000101974	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	139726346	139945276	-	ENSG00000101974	ATP11C	protein_coding	ATP11C	Inactive	Inactive	nonPAR
MCF2	ENSG00000101977	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	139581770	139708216	-	ENSG00000101977	MCF2	protein_coding	MCF2	Inactive	Inactive	nonPAR
F9	ENSG00000101981	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	139530739	139563459	+	ENSG00000101981	F9	protein_coding	F9	Variable	Variable	nonPAR
ABCD1	ENSG00000101986	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	153724856	153744755	+	ENSG00000101986	ABCD1	protein_coding	ABCD1	Inactive	Inactive	nonPAR
CCDC22	ENSG00000101997	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	49235470	49250520	+	ENSG00000101997	CCDC22	protein_coding	CCDC22	Inactive	Inactive	nonPAR
CACNA1F	ENSG00000102001	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	49205063	49233371	-	ENSG00000102001	CACNA1F	protein_coding	CACNA1F	Inactive	Inactive	nonPAR
SYP	ENSG00000102003	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	49187815	49200218	-	ENSG00000102003	SYP	protein_coding	SYP	Inactive	Inactive	nonPAR
PLP2	ENSG00000102007	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	49171898	49175235	+	ENSG00000102007	PLP2	protein_coding	PLP2	Inactive	Inactive	nonPAR
BMX	ENSG00000102010	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	15464246	15556529	+	ENSG00000102010	BMX	protein_coding	BMX	Variable	Variable	nonPAR
LUZP4	ENSG00000102021	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	115289715	115307563	+	ENSG00000102021	LUZP4	protein_coding	LUZP4	Unknown	Unknown	nonPAR
PLS3	ENSG00000102024	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	115561174	115650861	+	ENSG00000102024	PLS3	protein_coding	PLS3	Variable	Variable	nonPAR
NAA10	ENSG00000102030	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	153929225	153935080	-	ENSG00000102030	NAA10	protein_coding	NAA10	Variable	Variable	nonPAR
RENBP	ENSG00000102032	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	153935269	153944687	-	ENSG00000102032	RENBP	protein_coding	RENBP	Escape	Escape	nonPAR
ELF4	ENSG00000102034	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	130063955	130110716	-	ENSG00000102034	ELF4	protein_coding	ELF4	Inactive	Inactive	nonPAR
SMARCA1	ENSG00000102038	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	129446501	129523500	-	ENSG00000102038	SMARCA1	protein_coding	SMARCA1	Inactive	Inactive	nonPAR
MTMR8	ENSG00000102043	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	64268081	64395452	-	ENSG00000102043	MTMR8	protein_coding	MTMR8	Inactive	Inactive	nonPAR
ASB9	ENSG00000102048	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	15235288	15270467	-	ENSG00000102048	ASB9	protein_coding	ASB9	Inactive	Inactive	nonPAR
ZC3H12B	ENSG00000102053	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	65034788	65507887	+	ENSG00000102053	ZC3H12B	protein_coding	ZC3H12B	Inactive	Inactive	nonPAR
RBBP7	ENSG00000102054	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	16839283	16870362	-	ENSG00000102054	RBBP7	protein_coding	RBBP7	Variable	Variable	nonPAR
PPP1R2C	ENSG00000102055	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	42777366	42778163	-	ENSG00000102055	PPP1R2C	protein_coding			Unknown	nonPAR
KCND1	ENSG00000102057	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	48961378	48971844	-	ENSG00000102057	KCND1	protein_coding	KCND1	Inactive	Inactive	nonPAR
OPN1LW	ENSG00000102076	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154144243	154159032	+	ENSG00000102076	OPN1LW	protein_coding	OPN1LW	Unknown	Unknown	nonPAR
SLC25A14	ENSG00000102078	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	130339888	130373361	+	ENSG00000102078	SLC25A14	protein_coding	SLC25A14	Inactive	Inactive	nonPAR
FMR1	ENSG00000102081	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	147911919	147951125	+	ENSG00000102081	FMR1	protein_coding	FMR1	Inactive	Inactive	nonPAR
PIM2	ENSG00000102096	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	48913182	48919024	-	ENSG00000102096	PIM2	protein_coding	PIM2	Inactive	Inactive	nonPAR
SCML2	ENSG00000102098	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	18239313	18354688	-	ENSG00000102098	SCML2	protein_coding	SCML2	Inactive	Inactive	nonPAR
SLC35A2	ENSG00000102100	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	48903180	48911958	-	ENSG00000102100	SLC35A2	protein_coding	SLC35A2	Inactive	Inactive	nonPAR
PQBP1	ENSG00000102103	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	48890197	48903402	+	ENSG00000102103	PQBP1	protein_coding	PQBP1	Variable	Variable	nonPAR
RS1	ENSG00000102104	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	18639688	18672108	-	ENSG00000102104	RS1	protein_coding	RS1	Inactive	Inactive	nonPAR
PCSK1N	ENSG00000102109	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48831096	48835610	-	ENSG00000102109	PCSK1N	protein_coding	PCSK1N	Unknown	Unknown	nonPAR
EMD	ENSG00000102119	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154379273	154381574	+	ENSG00000102119	EMD	protein_coding	EMD	Unknown	Unknown	nonPAR
TAFAZZIN	ENSG00000102125	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	154411524	154421726	+	ENSG00000102125	TAFAZZIN	protein_coding	TAZ	Inactive	Inactive	nonPAR
RAB40AL	ENSG00000102128	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102937272	102938300	+	ENSG00000102128	RAB40AL	protein_coding	RAB40AL	Unknown	Unknown	nonPAR
PGK1	ENSG00000102144	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	77910739	78129295	+	ENSG00000102144	PGK1	protein_coding	PGK1	Inactive	Inactive	nonPAR
GATA1	ENSG00000102145	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	48786540	48794311	+	ENSG00000102145	GATA1	protein_coding	GATA1	Inactive	Inactive	nonPAR
MAGT1	ENSG00000102158	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	77825747	77899271	-	ENSG00000102158	MAGT1	protein_coding	MAGT1	Inactive	Inactive	nonPAR
SMS	ENSG00000102172	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	21940709	21994837	+	ENSG00000102172	SMS	protein_coding	SMS	Inactive	Inactive	nonPAR
PHEX	ENSG00000102174	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	22032325	22494713	+	ENSG00000102174	PHEX	protein_coding	PHEX	Variable	Variable	nonPAR
UBL4A	ENSG00000102178	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	154483717	154486615	-	ENSG00000102178	UBL4A	protein_coding	UBL4A	Inactive	Inactive	nonPAR
CD99L2	ENSG00000102181	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	150766336	150898816	-	ENSG00000102181	CD99L2	protein_coding	CD99L2	Inactive	Inactive	nonPAR
GPR50	ENSG00000102195	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	151176584	151181465	+	ENSG00000102195	GPR50	protein_coding	GPR50	Unknown	Unknown	nonPAR
RP2	ENSG00000102218	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	46837043	46882358	+	ENSG00000102218	RP2	protein_coding	RP2	Inactive	Inactive	nonPAR
JADE3	ENSG00000102221	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	46912276	47061242	+	ENSG00000102221	JADE3	protein_coding	PHF16	Inactive	Inactive	nonPAR
CDK16	ENSG00000102225	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	47217860	47229997	+	ENSG00000102225	CDK16	protein_coding	CDK16	Escape	Escape	nonPAR
USP11	ENSG00000102226	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	47232866	47248328	+	ENSG00000102226	USP11	protein_coding	USP11	Inactive	Inactive	nonPAR
PCYT1B	ENSG00000102230	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	24558087	24672677	-	ENSG00000102230	PCYT1B	protein_coding	PCYT1B	Inactive	Inactive	nonPAR
BRS3	ENSG00000102239	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	136487947	136493780	+	ENSG00000102239	BRS3	protein_coding	BRS3	Variable	Variable	nonPAR
HTATSF1	ENSG00000102241	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	136497079	136512346	+	ENSG00000102241	HTATSF1	protein_coding	HTATSF1	Inactive	Inactive	nonPAR
VGLL1	ENSG00000102243	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	136532215	136556807	+	ENSG00000102243	VGLL1	protein_coding	VGLL1	Escape	Escape	nonPAR
CD40LG	ENSG00000102245	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	136648158	136660390	+	ENSG00000102245	CD40LG	protein_coding	CD40LG	Variable	Variable	nonPAR
TIMP1	ENSG00000102265	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	47582408	47586789	+	ENSG00000102265	TIMP1	protein_coding	TIMP1	Variable	Variable	nonPAR
KLHL4	ENSG00000102271	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	87517409	87670050	+	ENSG00000102271	KLHL4	protein_coding	KLHL4	Inactive	Inactive	nonPAR
GABRE	ENSG00000102287	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	151953124	151974680	-	ENSG00000102287	GABRE	protein_coding	GABRE	Variable	Variable	nonPAR
PCDH11X	ENSG00000102290	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	91779261	92623230	+	ENSG00000102290	PCDH11X	protein_coding	PCDH11X	Variable	Variable	nonPAR
FGD1	ENSG00000102302	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	54445454	54496234	-	ENSG00000102302	FGD1	protein_coding	FGD1	Inactive	Inactive	nonPAR
PIN4	ENSG00000102309	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	72181353	72302926	+	ENSG00000102309	PIN4	protein_coding	PIN4	Inactive	Inactive	nonPAR
PORCN	ENSG00000102312	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	48508959	48520814	+	ENSG00000102312	PORCN	protein_coding	PORCN	Inactive	Inactive	nonPAR
ITIH6	ENSG00000102313	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	54748918	54798255	-	ENSG00000102313	ITIH6	protein_coding	ITIH6	Unknown	Unknown	nonPAR
MAGED2	ENSG00000102316	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	54807599	54816015	+	ENSG00000102316	MAGED2	protein_coding	MAGED2	Inactive	Inactive	nonPAR
RBM3	ENSG00000102317	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	48574449	48581162	+	ENSG00000102317	RBM3	protein_coding	RBM3	Variable	Variable	nonPAR
KLF8	ENSG00000102349	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	56232356	56291531	+	ENSG00000102349	KLF8	protein_coding	KLF8	Inactive	Inactive	nonPAR
SRPX2	ENSG00000102359	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	100644195	100675788	+	ENSG00000102359	SRPX2	protein_coding	SRPX2	Variable	Variable	nonPAR
SYTL4	ENSG00000102362	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	100671783	100732123	-	ENSG00000102362	SYTL4	protein_coding	SYTL4	Escape	Escape	nonPAR
ZDHHC15	ENSG00000102383	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	75368427	75523502	-	ENSG00000102383	ZDHHC15	protein_coding	ZDHHC15	Inactive	Inactive	nonPAR
CENPI	ENSG00000102384	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	101098188	101166126	+	ENSG00000102384	CENPI	protein_coding	CENPI	Inactive	Inactive	nonPAR
DRP2	ENSG00000102385	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	101219769	101264502	+	ENSG00000102385	DRP2	protein_coding	DRP2	Inactive	Inactive	nonPAR
TAF7L	ENSG00000102387	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	101268253	101293057	-	ENSG00000102387	TAF7L	protein_coding	TAF7L	Escape	Escape	nonPAR
PBDC1	ENSG00000102390	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	76173040	76178314	+	ENSG00000102390	PBDC1	protein_coding	PBDC1	Inactive	Inactive	nonPAR
GLA	ENSG00000102393	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	101393273	101408012	-	ENSG00000102393	GLA	protein_coding	GLA	Inactive	Inactive	nonPAR
ARMCX3	ENSG00000102401	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	101622797	101627843	+	ENSG00000102401	ARMCX3	protein_coding	ARMCX3	Inactive	Inactive	nonPAR
BEX4	ENSG00000102409	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	103215108	103217246	+	ENSG00000102409	BEX4	protein_coding	BEX4	Inactive	Inactive	nonPAR
TASL	ENSG00000120280	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	30558809	30577766	-	ENSG00000120280	TASL	protein_coding	CXorf21	Variable	Variable	nonPAR
MAGEB4	ENSG00000120289	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	30242000	30244187	+	ENSG00000120289	MAGEB4	protein_coding	MAGEB4	Unknown	Unknown	nonPAR
TEX11	ENSG00000120498	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	70528940	70908711	-	ENSG00000120498	TEX11	protein_coding	TEX11	Unknown	Unknown	nonPAR
ARR3	ENSG00000120500	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	70268305	70281840	+	ENSG00000120500	ARR3	protein_coding	ARR3	Inactive	Inactive	nonPAR
PDZD11	ENSG00000120509	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	70281118	70290514	-	ENSG00000120509	PDZD11	protein_coding	PDZD11	Unknown	Unknown	nonPAR
XPNPEP2	ENSG00000122121	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	129738949	129769536	+	ENSG00000122121	XPNPEP2	protein_coding	XPNPEP2	Inactive	Inactive	nonPAR
SASH3	ENSG00000122122	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	129779949	129795201	+	ENSG00000122122	SASH3	protein_coding	SASH3	Inactive	Inactive	nonPAR
OCRL	ENSG00000122126	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	129539849	129592561	+	ENSG00000122126	OCRL	protein_coding	OCRL	Inactive	Inactive	nonPAR
TBX22	ENSG00000122145	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	80014753	80031774	+	ENSG00000122145	TBX22	protein_coding	TBX22	Unknown	Unknown	nonPAR
NUDT10	ENSG00000122824	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	51332231	51337525	+	ENSG00000122824	NUDT10	protein_coding	NUDT10	Inactive	Inactive	nonPAR
ACOT9	ENSG00000123130	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	23701055	23766475	-	ENSG00000123130	ACOT9	protein_coding	ACOT9	Inactive	Inactive	nonPAR
PRDX4	ENSG00000123131	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	23664262	23686397	+	ENSG00000123131	PRDX4	protein_coding	PRDX4	Inactive	Inactive	nonPAR
ACTRT1	ENSG00000123165	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	128050962	128052403	-	ENSG00000123165	ACTRT1	protein_coding	ACTRT1	Unknown	Unknown	nonPAR
IL13RA2	ENSG00000123496	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	115003975	115019977	-	ENSG00000123496	IL13RA2	protein_coding	IL13RA2	Unknown	Unknown	nonPAR
PLP1	ENSG00000123560	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	103773718	103792619	+	ENSG00000123560	PLP1	protein_coding	PLP1	Inactive	Inactive	nonPAR
SERPINA7	ENSG00000123561	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	106032435	106038727	-	ENSG00000123561	SERPINA7	protein_coding	SERPINA7	Unknown	Unknown	nonPAR
MORF4L2	ENSG00000123562	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	103675496	103688158	-	ENSG00000123562	MORF4L2	protein_coding	MORF4L2	Inactive	Inactive	nonPAR
H2BW1	ENSG00000123569	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	104011147	104013708	-	ENSG00000123569	H2BW1	protein_coding	H2BFWT	Unknown	Unknown	nonPAR
RAB9B	ENSG00000123570	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	103822327	103832257	-	ENSG00000123570	RAB9B	protein_coding	RAB9B	Inactive	Inactive	nonPAR
NRK	ENSG00000123572	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	105822539	105958610	+	ENSG00000123572	NRK	protein_coding	NRK	Inactive	Inactive	nonPAR
FAM199X	ENSG00000123575	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	104166453	104195902	+	ENSG00000123575	FAM199X	protein_coding	FAM199X	Inactive	Inactive	nonPAR
ESX1	ENSG00000123576	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	104250038	104254933	-	ENSG00000123576	ESX1	protein_coding	ESX1	Unknown	Unknown	nonPAR
MAGEA9	ENSG00000123584	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	149781930	149787737	+	ENSG00000123584	MAGEA9	protein_coding	MAGEA9,MAGEA9B	Unknown	Unknown	nonPAR
ATXN3L	ENSG00000123594	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	13318647	13320053	-	ENSG00000123594	ATXN3L	protein_coding	ATXN3L	Variable	Variable	nonPAR
RAB9A	ENSG00000123595	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	13689128	13710504	+	ENSG00000123595	RAB9A	protein_coding	RAB9A	Escape	Escape	nonPAR
RAP2C	ENSG00000123728	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	132203024	132219480	-	ENSG00000123728	RAP2C	protein_coding	RAP2C	Inactive	Inactive	nonPAR
MAGEA10	ENSG00000124260	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152133310	152138578	-	ENSG00000124260	MAGEA10	protein_coding	MAGEA10	Unknown	Unknown	nonPAR
IQSEC2	ENSG00000124313	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	53225828	53321350	-	ENSG00000124313	IQSEC2	protein_coding	IQSEC2	Escape	Escape	nonPAR
VAMP7	ENSG00000124333	X	True	PAR	PAR	PAR	PAR	chrX	155881345	155943769	+	ENSG00000124333	VAMP7	protein_coding	VAMP7	Inactive	Inactive	PAR2
IL9R	ENSG00000124334	X	True	PAR	PAR	PAR	PAR	chrX	155997696	156010817	+	ENSG00000124334	IL9R	protein_coding	IL9R	Variable	Variable	PAR2
XG	ENSG00000124343	X	True	PAR	PAR	PAR	PAR	chrX	2752040	2816500	+	ENSG00000124343	XG	protein_coding	XG	Escape	Escape	PAR1
POF1B	ENSG00000124429	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	85277396	85379717	-	ENSG00000124429	POF1B	protein_coding	POF1B	Variable	Variable	nonPAR
NDP	ENSG00000124479	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	43948776	43973395	-	ENSG00000124479	NDP	protein_coding	NDP	Variable	Variable	nonPAR
USP9X	ENSG00000124486	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	41085445	41236579	+	ENSG00000124486	USP9X	protein_coding	USP9X	Escape	Escape	nonPAR
UPF3B	ENSG00000125351	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	119834022	119852998	-	ENSG00000125351	UPF3B	protein_coding	UPF3B	Inactive	Inactive	nonPAR
RNF113A	ENSG00000125352	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	119870475	119871733	-	ENSG00000125352	RNF113A	protein_coding	RNF113A	Inactive	Inactive	nonPAR
SEPTIN6	ENSG00000125354	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	119615724	119693370	-	ENSG00000125354	SEPTIN6	protein_coding	SEPT6	Inactive	Inactive	nonPAR
TMEM255A	ENSG00000125355	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	120258650	120311556	-	ENSG00000125355	TMEM255A	protein_coding	TMEM255A	Inactive	Inactive	nonPAR
NDUFA1	ENSG00000125356	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	119871832	119876662	+	ENSG00000125356	NDUFA1	protein_coding	NDUFA1	Inactive	Inactive	nonPAR
AMELX	ENSG00000125363	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	11293413	11300761	+	ENSG00000125363	AMELX	protein_coding	AMELX	Unknown	Unknown	nonPAR
GRIA3	ENSG00000125675	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	123184153	123490915	+	ENSG00000125675	GRIA3	protein_coding	GRIA3	Variable	Variable	nonPAR
THOC2	ENSG00000125676	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	123600561	123733056	-	ENSG00000125676	THOC2	protein_coding	THOC2	Inactive	Inactive	nonPAR
CITED1	ENSG00000125931	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	72301638	72307187	-	ENSG00000125931	CITED1	protein_coding	CITED1	Inactive	Inactive	nonPAR
ARMCX5	ENSG00000125962	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102599168	102604159	+	ENSG00000125962	ARMCX5	protein_coding	ARMCX5	Unknown	Unknown	nonPAR
GRPR	ENSG00000126010	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	16123565	16153518	+	ENSG00000126010	GRPR	protein_coding	GRPR	Variable	Variable	nonPAR
KDM5C	ENSG00000126012	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	53176283	53225422	-	ENSG00000126012	KDM5C	protein_coding	KDM5C	Escape	Escape	nonPAR
AMOT	ENSG00000126016	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	112774503	112840831	-	ENSG00000126016	AMOT	protein_coding	AMOT	Inactive	Inactive	nonPAR
DACH2	ENSG00000126733	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	86148451	86832604	+	ENSG00000126733	DACH2	protein_coding	DACH2	Variable	Variable	nonPAR
SSX1	ENSG00000126752	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48255392	48267444	+	ENSG00000126752	SSX1	protein_coding	SSX1	Unknown	Unknown	nonPAR
UXT	ENSG00000126756	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	47651796	47659180	-	ENSG00000126756	UXT	protein_coding	UXT	Inactive	Inactive	nonPAR
CFP	ENSG00000126759	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	47623172	47630305	-	ENSG00000126759	CFP	protein_coding	CFP	Inactive	Inactive	nonPAR
ELK1	ENSG00000126767	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	47635521	47650604	-	ENSG00000126767	ELK1	protein_coding	ELK1	Inactive	Inactive	nonPAR
TIMM17B	ENSG00000126768	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	48893447	48898143	-	ENSG00000126768	TIMM17B	protein_coding	TIMM17B	Inactive	Inactive	nonPAR
CTAG2	ENSG00000126890	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154651972	154653579	-	ENSG00000126890	CTAG2	protein_coding	CTAG2	Unknown	Unknown	nonPAR
AVPR2	ENSG00000126895	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	153902531	153907166	+	ENSG00000126895	AVPR2	protein_coding	AVPR2	Variable	Variable	nonPAR
SLC10A3	ENSG00000126903	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	154487306	154490690	-	ENSG00000126903	SLC10A3	protein_coding	SLC10A3	Inactive	Inactive	nonPAR
